ลำดับ,จังหวัดภูมิลำเนา,จังหวัดสถานที่ติดต่อได้,จังหวัดสถานที่ทำงาน,สถานะใบอนุญาต
1,,กรุงเทพมหานคร,,ปกติ
2,,,,ปกติ
3,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
4,,กรุงเทพมหานคร,,ปกติ
5,,กรุงเทพมหานคร,,ปกติ
6,,กรุงเทพมหานคร,,ปกติ
7,,กรุงเทพมหานคร,,ปกติ
8,,กรุงเทพมหานคร,,ปกติ
9,,กรุงเทพมหานคร,,ปกติ
10,,กรุงเทพมหานคร,,ปกติ
11,,,,ปกติ
12,,กรุงเทพมหานคร,,ปกติ
13,,กรุงเทพมหานคร,,ปกติ
14,,กรุงเทพมหานคร,,ปกติ
15,,กรุงเทพมหานคร,,ปกติ
16,,กรุงเทพมหานคร,,ปกติ
17,,กรุงเทพมหานคร,,ปกติ
18,,กรุงเทพมหานคร,,ปกติ
19,,กรุงเทพมหานคร,,ปกติ
20,,กรุงเทพมหานคร,,ปกติ
21,,นนทบุรี,,ปกติ
22,,กรุงเทพมหานคร,,ปกติ
23,,กรุงเทพมหานคร,,ปกติ
24,,,,ปกติ
25,,กรุงเทพมหานคร,,ปกติ
26,,,,ปกติ
27,,กรุงเทพมหานคร,,ปกติ
28,,กรุงเทพมหานคร,,ปกติ
29,,,,ปกติ
30,,,,ปกติ
31,,กรุงเทพมหานคร,,ปกติ
32,,,,ปกติ
33,,,,ปกติ
34,,สิงห์บุรี,,ปกติ
35,,กรุงเทพมหานคร,,ปกติ
36,,กรุงเทพมหานคร,,ปกติ
37,,กรุงเทพมหานคร,,ปกติ
38,,,,ปกติ
39,,กรุงเทพมหานคร,,ปกติ
40,,กรุงเทพมหานคร,ปทุมธานี,ปกติ
41,,นนทบุรี,,ปกติ
42,,กรุงเทพมหานคร,,ปกติ
43,,กรุงเทพมหานคร,,ปกติ
44,,กรุงเทพมหานคร,,ปกติ
45,,,,ปกติ
46,,,,ปกติ
47,,กรุงเทพมหานคร,,ปกติ
48,,,,ปกติ
49,,,,ปกติ
50,,กรุงเทพมหานคร,,ปกติ
51,,,,ปกติ
52,,กรุงเทพมหานคร,,ปกติ
53,,นนทบุรี,,ปกติ
54,,กรุงเทพมหานคร,,ปกติ
55,,กรุงเทพมหานคร,,ปกติ
56,,กรุงเทพมหานคร,,ปกติ
57,,เชียงใหม่,,ปกติ
58,,นนทบุรี,,ปกติ
59,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
60,,นนทบุรี,,ปกติ
61,,,,ปกติ
62,,กรุงเทพมหานคร,,ปกติ
63,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
64,,กรุงเทพมหานคร,,ปกติ
65,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
66,,,,ปกติ
67,,กรุงเทพมหานคร,,ปกติ
68,,กรุงเทพมหานคร,,ปกติ
69,,กรุงเทพมหานคร,ปทุมธานี,ปกติ
70,,กรุงเทพมหานคร,,ปกติ
71,,กรุงเทพมหานคร,,ปกติ
72,,กรุงเทพมหานคร,,ปกติ
73,,กรุงเทพมหานคร,,ปกติ
74,,นนทบุรี,,ปกติ
75,,กรุงเทพมหานคร,,ปกติ
76,,กรุงเทพมหานคร,,ปกติ
77,,กรุงเทพมหานคร,,ปกติ
78,,กรุงเทพมหานคร,,ปกติ
79,,กรุงเทพมหานคร,,ปกติ
80,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
81,,กรุงเทพมหานคร,,ปกติ
82,,กรุงเทพมหานคร,,ปกติ
83,,,,ปกติ
84,,,,ปกติ
85,,สมุทรปราการ,,ปกติ
86,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
87,,กรุงเทพมหานคร,,ปกติ
88,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
89,,,,ปกติ
90,,กรุงเทพมหานคร,,ปกติ
91,,กรุงเทพมหานคร,,ปกติ
92,,ลำปาง,,ปกติ
93,,กรุงเทพมหานคร,ขอนแก่น,ปกติ
94,,กรุงเทพมหานคร,,ปกติ
95,,กรุงเทพมหานคร,,ปกติ
96,,อุดรธานี,อุดรธานี,ปกติ
97,,กรุงเทพมหานคร,,ปกติ
98,,เชียงใหม่,,ปกติ
99,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
100,,กรุงเทพมหานคร,,ปกติ
101,,ราชบุรี,,ปกติ
102,,กรุงเทพมหานคร,,ปกติ
103,,สมุทรปราการ,,ปกติ
104,,กรุงเทพมหานคร,,ปกติ
105,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
106,,,,ปกติ
107,,ชลบุรี,,ปกติ
108,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
109,,กรุงเทพมหานคร,,ปกติ
110,,,,ปกติ
111,,,,ปกติ
112,,กรุงเทพมหานคร,,ปกติ
113,,,,ปกติ
114,,กรุงเทพมหานคร,,ปกติ
115,,กรุงเทพมหานคร,,ปกติ
116,,,,ปกติ
117,,กรุงเทพมหานคร,,ปกติ
118,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
119,,กรุงเทพมหานคร,,ปกติ
120,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
121,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
122,,กรุงเทพมหานคร,,ปกติ
123,,กรุงเทพมหานคร,,ปกติ
124,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
125,,,,ปกติ
126,,กรุงเทพมหานคร,,ปกติ
127,,,,ปกติ
128,,กรุงเทพมหานคร,,ปกติ
129,,กรุงเทพมหานคร,,ปกติ
130,,กรุงเทพมหานคร,,ปกติ
131,,,,ปกติ
132,,กรุงเทพมหานคร,,ปกติ
133,,ชุมพร,,ปกติ
134,,กรุงเทพมหานคร,,ปกติ
135,,นนทบุรี,กรุงเทพมหานคร,ปกติ
136,,นนทบุรี,,ปกติ
137,,,,ปกติ
138,,กรุงเทพมหานคร,,ปกติ
139,,นครราชสีมา,,ปกติ
140,,กรุงเทพมหานคร,,ปกติ
141,,จันทบุรี,จันทบุรี,ปกติ
142,,ชลบุรี,,ปกติ
143,,กรุงเทพมหานคร,,ปกติ
144,,กรุงเทพมหานคร,,ปกติ
145,,นครปฐม,นครปฐม,ปกติ
146,,กรุงเทพมหานคร,,ปกติ
147,,กรุงเทพมหานคร,,ปกติ
148,,อุดรธานี,,ปกติ
149,,ราชบุรี,,ปกติ
150,,กรุงเทพมหานคร,,ปกติ
151,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
152,,,,ปกติ
153,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
154,,กรุงเทพมหานคร,,ปกติ
155,,กรุงเทพมหานคร,,ปกติ
156,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
157,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
158,,กรุงเทพมหานคร,,ปกติ
159,,กรุงเทพมหานคร,,ปกติ
160,,กรุงเทพมหานคร,,ปกติ
161,,ลพบุรี,,ปกติ
162,,กรุงเทพมหานคร,,ปกติ
163,,กรุงเทพมหานคร,,ปกติ
164,,,,ปกติ
165,,,,ปกติ
166,,,,ปกติ
167,,เชียงใหม่,,ปกติ
168,,เชียงใหม่,,ปกติ
169,,ฉะเชิงเทรา,,ปกติ
170,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
171,,กรุงเทพมหานคร,,ปกติ
172,,เชียงใหม่,,ปกติ
173,,นนทบุรี,,ปกติ
174,,กรุงเทพมหานคร,นนทบุรี,ปกติ
175,,กรุงเทพมหานคร,,ปกติ
176,,กรุงเทพมหานคร,,ปกติ
177,,กรุงเทพมหานคร,,ปกติ
178,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
179,,กรุงเทพมหานคร,,ปกติ
180,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
181,,กรุงเทพมหานคร,,ปกติ
182,,กรุงเทพมหานคร,,ปกติ
183,,กรุงเทพมหานคร,,ปกติ
184,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
185,,กรุงเทพมหานคร,,ปกติ
186,,,,ปกติ
187,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
188,,,,ปกติ
189,,,,ปกติ
190,,,,ปกติ
191,,กรุงเทพมหานคร,,ปกติ
192,,เพชรบุรี,,ปกติ
193,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
194,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
195,,กรุงเทพมหานคร,,ปกติ
196,,,,ปกติ
197,,สุโขทัย,สุโขทัย,ปกติ
198,,กรุงเทพมหานคร,,ปกติ
199,,กรุงเทพมหานคร,,ปกติ
200,,,,ปกติ
201,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
202,,กรุงเทพมหานคร,,ปกติ
203,,,,ปกติ
204,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
205,,,,ปกติ
206,,กรุงเทพมหานคร,,ปกติ
207,,,,ปกติ
208,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
209,,กรุงเทพมหานคร,,ปกติ
210,,กรุงเทพมหานคร,,ปกติ
211,,กรุงเทพมหานคร,,ปกติ
212,,,,ปกติ
213,,สระบุรี,,ปกติ
214,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
215,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
216,,กรุงเทพมหานคร,,ปกติ
217,,กรุงเทพมหานคร,,ปกติ
218,,นนทบุรี,กรุงเทพมหานคร,ปกติ
219,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
220,,สมุทรปราการ,,ปกติ
221,,กรุงเทพมหานคร,,ปกติ
222,,กรุงเทพมหานคร,,ปกติ
223,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
224,,,,ปกติ
225,,,,ปกติ
226,,,,ปกติ
227,,กรุงเทพมหานคร,,ปกติ
228,,,,ปกติ
229,,กรุงเทพมหานคร,,ปกติ
230,,กรุงเทพมหานคร,,ปกติ
231,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
232,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
233,,,,ปกติ
234,สมุทรสงคราม,สมุทรสงคราม,นนทบุรี,ปกติ
235,,กรุงเทพมหานคร,,ปกติ
236,,กรุงเทพมหานคร,,ปกติ
237,,,,ปกติ
238,,กรุงเทพมหานคร,,ปกติ
239,,นนทบุรี,,ปกติ
240,,,,ปกติ
241,,กรุงเทพมหานคร,,ปกติ
242,,กรุงเทพมหานคร,,ปกติ
243,,กรุงเทพมหานคร,,ปกติ
244,,,,ปกติ
245,,,,ปกติ
246,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
247,,นครสวรรค์,นครสวรรค์,ปกติ
248,,นครศรีธรรมราช,,ปกติ
249,,กรุงเทพมหานคร,,ปกติ
250,,นครปฐม,กรุงเทพมหานคร,ปกติ
251,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
252,,กรุงเทพมหานคร,,ปกติ
253,,กรุงเทพมหานคร,,ปกติ
254,,นนทบุรี,นนทบุรี,ปกติ
255,,กรุงเทพมหานคร,,ปกติ
256,,,,ปกติ
257,,ขอนแก่น,,ปกติ
258,,,,ปกติ
259,,กรุงเทพมหานคร,,ปกติ
260,,,,ปกติ
261,,กรุงเทพมหานคร,นนทบุรี,ปกติ
262,,สมุทรปราการ,,ปกติ
263,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
264,,สมุทรปราการ,สมุทรปราการ,ปกติ
265,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
266,,กรุงเทพมหานคร,,ปกติ
267,,กรุงเทพมหานคร,,ปกติ
268,,กรุงเทพมหานคร,,ปกติ
269,,,,ปกติ
270,,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
271,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
272,,กรุงเทพมหานคร,,ปกติ
273,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
274,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
275,,กรุงเทพมหานคร,,ปกติ
276,,เชียงใหม่,เชียงใหม่,ปกติ
277,,,,ปกติ
278,,กรุงเทพมหานคร,,ปกติ
279,,กรุงเทพมหานคร,,ปกติ
280,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
281,กรุงเทพมหานคร,นนทบุรี,นนทบุรี,ปกติ
282,,กรุงเทพมหานคร,,ปกติ
283,,,,ปกติ
284,,กรุงเทพมหานคร,,ปกติ
285,,,,ปกติ
286,,กรุงเทพมหานคร,,ปกติ
287,,ลพบุรี,,ปกติ
288,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
289,,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
290,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
291,,,,ปกติ
292,,,,ปกติ
293,,กรุงเทพมหานคร,,ปกติ
294,,กรุงเทพมหานคร,,ปกติ
295,,กรุงเทพมหานคร,,ปกติ
296,,กรุงเทพมหานคร,,ปกติ
297,กรุงเทพมหานคร,กรุงเทพมหานคร,นนทบุรี,ปกติ
298,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
299,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
300,,นนทบุรี,นนทบุรี,ปกติ
301,,,,ปกติ
302,,กรุงเทพมหานคร,,ปกติ
303,นนทบุรี                                    ,นนทบุรี,,ปกติ
304,,,,ปกติ
305,,กรุงเทพมหานคร,,ปกติ
306,,กรุงเทพมหานคร,,ปกติ
307,,,,ปกติ
308,,กรุงเทพมหานคร,,ปกติ
309,,กรุงเทพมหานคร,,ปกติ
310,,กรุงเทพมหานคร,,ปกติ
311,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
312,,นราธิวาส,นราธิวาส,ปกติ
313,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
314,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
315,,กรุงเทพมหานคร,,ปกติ
316,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
317,,กรุงเทพมหานคร,,ปกติ
318,,กรุงเทพมหานคร,,ปกติ
319,,กรุงเทพมหานคร,,ปกติ
320,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
321,,,,ปกติ
322,,,,ปกติ
323,,,,ปกติ
324,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
325,,,,ปกติ
326,,,,ปกติ
327,,เชียงใหม่,,ปกติ
328,,,,ปกติ
329,,กรุงเทพมหานคร,,ปกติ
330,,,,ปกติ
331,,กรุงเทพมหานคร,,ปกติ
332,,,,ปกติ
333,,กรุงเทพมหานคร,,ปกติ
334,,นนทบุรี,,ปกติ
335,,,,ปกติ
336,,กรุงเทพมหานคร,,ปกติ
337,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
338,,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
339,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
340,,กรุงเทพมหานคร,,ปกติ
341,,กรุงเทพมหานคร,,ปกติ
342,,สงขลา,,ปกติ
343,,กรุงเทพมหานคร,,ปกติ
344,,กรุงเทพมหานคร,,ปกติ
345,ราชบุรี,ราชบุรี,,ปกติ
346,,กรุงเทพมหานคร,,ปกติ
347,,กรุงเทพมหานคร,,ปกติ
348,,กรุงเทพมหานคร,,ปกติ
349,,,,ปกติ
350,,ชลบุรี,,ปกติ
351,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
352,,พิษณุโลก,,ปกติ
353,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
354,,กรุงเทพมหานคร,นนทบุรี,ปกติ
355,,กรุงเทพมหานคร,นนทบุรี,ปกติ
356,,กรุงเทพมหานคร,,ปกติ
357,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
358,,กรุงเทพมหานคร,,ปกติ
359,,กรุงเทพมหานคร,,ปกติ
360,,,,ปกติ
361,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
362,,กรุงเทพมหานคร,,ปกติ
363,,นนทบุรี,กรุงเทพมหานคร,ปกติ
364,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
365,ชลบุรี,ชลบุรี,,ปกติ
366,,กรุงเทพมหานคร,,ปกติ
367,,กรุงเทพมหานคร,,ปกติ
368,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
369,,กรุงเทพมหานคร,,ปกติ
370,,กรุงเทพมหานคร,,ปกติ
371,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
372,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
373,,,,ปกติ
374,,กรุงเทพมหานคร,,ปกติ
375,,,,ปกติ
376,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
377,,,,ปกติ
378,,,,ปกติ
379,ขอนแก่น                                    ,กรุงเทพมหานคร,,ปกติ
380,,สมุทรปราการ,,ปกติ
381,,กรุงเทพมหานคร,,ปกติ
382,,,,ปกติ
383,,กรุงเทพมหานคร,,ปกติ
384,,กรุงเทพมหานคร,,ปกติ
385,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
386,,กรุงเทพมหานคร,,ปกติ
387,,กรุงเทพมหานคร,,ปกติ
388,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
389,,,,ปกติ
390,,กรุงเทพมหานคร,,ปกติ
391,,กรุงเทพมหานคร,,ปกติ
392,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
393,,นครปฐม,,ปกติ
394,,กรุงเทพมหานคร,,ปกติ
395,,กรุงเทพมหานคร,,ปกติ
396,,,,ปกติ
397,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
398,,กรุงเทพมหานคร,,ปกติ
399,,กรุงเทพมหานคร,,ปกติ
400,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
401,,,,ปกติ
402,,กรุงเทพมหานคร,,ปกติ
403,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
404,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
405,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
406,ปราจีนบุรี,กรุงเทพมหานคร,,ปกติ
407,กรุงเทพมหานคร                   ,กรุงเทพมหานคร,,ปกติ
408,,กรุงเทพมหานคร,,ปกติ
409,,,,ปกติ
410,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
411,,กรุงเทพมหานคร,,ปกติ
412,,สมุทรปราการ,,ปกติ
413,,กรุงเทพมหานคร,,ปกติ
414,,กรุงเทพมหานคร,,ปกติ
415,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
416,,นนทบุรี,,ปกติ
417,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
418,,กรุงเทพมหานคร,,ปกติ
419,,กรุงเทพมหานคร,,ปกติ
420,,,,ปกติ
421,,,,ปกติ
422,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
423,,พิษณุโลก,พิษณุโลก,ปกติ
424,,มหาสารคาม,,ปกติ
425,เชียงใหม่,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
426,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
427,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
428,,สมุทรปราการ,,ปกติ
429,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
430,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
431,ปทุมธานี                                   ,ปทุมธานี,,ปกติ
432,,กรุงเทพมหานคร,,ปกติ
433,,กรุงเทพมหานคร,,ปกติ
434,,กรุงเทพมหานคร,,ปกติ
435,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
436,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
437,,กรุงเทพมหานคร,,ปกติ
438,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
439,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
440,,กรุงเทพมหานคร,,ปกติ
441,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
442,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
443,,กรุงเทพมหานคร,,ปกติ
444,,กรุงเทพมหานคร,,ปกติ
445,,กรุงเทพมหานคร,นนทบุรี,ปกติ
446,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
447,,กรุงเทพมหานคร,,ปกติ
448,,กรุงเทพมหานคร,,ปกติ
449,,กรุงเทพมหานคร,นนทบุรี,ปกติ
450,,,,ปกติ
451,,นนทบุรี,,ปกติ
452,,,,ปกติ
453,,กรุงเทพมหานคร,,ปกติ
454,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
455,,กรุงเทพมหานคร,,ปกติ
456,,นนทบุรี,,ปกติ
457,,กรุงเทพมหานคร,,ปกติ
458,,,,ปกติ
459,,กรุงเทพมหานคร,,ปกติ
460,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
461,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
462,,,,ปกติ
463,นนทบุรี,นนทบุรี,,ปกติ
464,,กรุงเทพมหานคร,,ปกติ
465,,นนทบุรี,นนทบุรี,ปกติ
466,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
467,,กรุงเทพมหานคร,,ปกติ
468,,นครราชสีมา,,ปกติ
469,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
470,,กำแพงเพชร,กำแพงเพชร,ปกติ
471,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
472,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
473,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
474,,นนทบุรี,กรุงเทพมหานคร,ปกติ
475,,กรุงเทพมหานคร,นนทบุรี,ปกติ
476,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
477,ลพบุรี,ลพบุรี,,ปกติ
478,ปทุมธานี,ปทุมธานี,สมุทรปราการ,ปกติ
479,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
480,,กรุงเทพมหานคร,,ปกติ
481,,กรุงเทพมหานคร,,ปกติ
482,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
483,,กรุงเทพมหานคร,,ปกติ
484,,พระนครศรีอยุธยา,,ปกติ
485,,กรุงเทพมหานคร,,ปกติ
486,,ยะลา,,ปกติ
487,,กรุงเทพมหานคร,ราชบุรี,ปกติ
488,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
489,,นนทบุรี,นนทบุรี,ปกติ
490,,,,ปกติ
491,กรุงเทพมหานคร,นนทบุรี,กรุงเทพมหานคร,ปกติ
492,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
493,,กรุงเทพมหานคร,,ปกติ
494,สมุทรปราการ,สมุทรปราการ,,ปกติ
495,,กรุงเทพมหานคร,,ปกติ
496,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
497,นครศรีธรรมราช,สงขลา,สงขลา,ปกติ
498,,ระยอง,,ปกติ
499,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
500,,กรุงเทพมหานคร,,ปกติ
501,,,,ปกติ
502,,เชียงใหม่,เชียงใหม่,ปกติ
503,,,,ปกติ
504,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
505,กรุงเทพมหานคร,กรุงเทพมหานคร,สระแก้ว,ปกติ
506,,กรุงเทพมหานคร,,ปกติ
507,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
508,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
509,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
510,,กรุงเทพมหานคร,นนทบุรี,ปกติ
511,,กรุงเทพมหานคร,,ปกติ
512,,,,ปกติ
513,,กรุงเทพมหานคร,,ปกติ
514,,,,ปกติ
515,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
516,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
517,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
518,,เชียงใหม่,,ปกติ
519,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
520,,ปทุมธานี,กรุงเทพมหานคร,ปกติ
521,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
522,กรุงเทพมหานคร,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
523,,กรุงเทพมหานคร,,ปกติ
524,เชียงใหม่                                  ,เชียงใหม่,,ปกติ
525,,สมุทรปราการ,,ปกติ
526,,นนทบุรี,นนทบุรี,ปกติ
527,,,,ปกติ
528,,,,ปกติ
529,,,,ปกติ
530,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
531,,ชลบุรี,,ปกติ
532,,,,ปกติ
533,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
534,,กรุงเทพมหานคร,,ปกติ
535,,กรุงเทพมหานคร,,ปกติ
536,,ปทุมธานี,กรุงเทพมหานคร,ปกติ
537,,เชียงใหม่,,ปกติ
538,,กรุงเทพมหานคร,,ปกติ
539,,กรุงเทพมหานคร,,ปกติ
540,,กรุงเทพมหานคร,,ปกติ
541,,,,ปกติ
542,,ขอนแก่น,ขอนแก่น,ปกติ
543,,นนทบุรี,,ปกติ
544,,เพชรบูรณ์,เพชรบูรณ์,ปกติ
545,,ราชบุรี,ปทุมธานี,ปกติ
546,,เชียงใหม่,,ปกติ
547,,,,ปกติ
548,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
549,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
550,,กรุงเทพมหานคร,,ปกติ
551,สมุทรสงคราม,สมุทรสงคราม,สมุทรสงคราม,ปกติ
552,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
553,,อุบลราชธานี,,ปกติ
554,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
555,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
556,,กรุงเทพมหานคร,,ปกติ
557,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
558,,กรุงเทพมหานคร,,ปกติ
559,,สงขลา,,ปกติ
560,,นนทบุรี,นนทบุรี,ปกติ
561,,กรุงเทพมหานคร,,ปกติ
562,กรุงเทพมหานคร,ปทุมธานี,กรุงเทพมหานคร,ปกติ
563,,กรุงเทพมหานคร,,ปกติ
564,,เชียงใหม่,เชียงใหม่,ปกติ
565,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
566,,นนทบุรี,,ปกติ
567,เชียงใหม่,เชียงใหม่,,ปกติ
568,กรุงเทพมหานคร,กรุงเทพมหานคร,นนทบุรี,ปกติ
569,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
570,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
571,,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
