ลำดับ,จังหวัดภูมิลำเนา,จังหวัดสถานที่ติดต่อได้,จังหวัดสถานที่ทำงาน,สถานะใบอนุญาต
25695,สุรินทร์,สุรินทร์,,ปกติ
25696,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
25697,กรุงเทพมหานคร,กาฬสินธุ์,กรุงเทพมหานคร,ปกติ
25698,หนองบัวลำภู,หนองบัวลำภู,หนองบัวลำภู,ปกติ
25699,สกลนคร,อุดรธานี,อุดรธานี,ปกติ
25700,ชัยนาท,ชัยนาท,ปทุมธานี,ปกติ
25701,ฉะเชิงเทรา,ฉะเชิงเทรา,สมุทรปราการ,ปกติ
25702,เชียงราย,กรุงเทพมหานคร,,ปกติ
25703,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25704,ระยอง,ระยอง,ระยอง,ปกติ
25705,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25706,นครปฐม,นครปฐม,นครปฐม,ปกติ
25707,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25708,สมุทรปราการ,กรุงเทพมหานคร,,ปกติ
25709,มุกดาหาร,นครพนม,นครพนม,ปกติ
25710,เลย,เลย,เลย,ปกติ
25711,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
25712,ขอนแก่น,กาฬสินธุ์,กาฬสินธุ์,ปกติ
25713,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
25714,ขอนแก่น,ขอนแก่น,หนองบัวลำภู,ปกติ
25715,ร้อยเอ็ด,ร้อยเอ็ด,ร้อยเอ็ด,ปกติ
25716,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25717,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25718,สมุทรสาคร,สมุทรสาคร,สมุทรสาคร,ปกติ
25719,ลำปาง,ลำปาง,ลำปาง,ปกติ
25720,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
25721,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
25722,หนองคาย,หนองคาย,หนองคาย,ปกติ
25723,นครพนม,สุรินทร์,สุรินทร์,ปกติ
25724,สระบุรี,สระบุรี,สระบุรี,ปกติ
25725,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
25726,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
25727,ปทุมธานี,กรุงเทพมหานคร,,ปกติ
25728,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
25729,กรุงเทพมหานคร,กรุงเทพมหานคร,ปทุมธานี,ปกติ
25730,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25731,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25732,เชียงใหม่,เชียงใหม่,,ปกติ
25733,สมุทรสาคร,สมุทรสาคร,,ปกติ
25734,พัทลุง,พัทลุง,พัทลุง,ปกติ
25735,ยโสธร,ยโสธร,ยโสธร,ปกติ
25736,นครราชสีมา,กรุงเทพมหานคร,นนทบุรี,ปกติ
25737,นนทบุรี,เชียงใหม่,เชียงใหม่,ปกติ
25738,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25739,ชัยภูมิ,ชัยภูมิ,ชัยภูมิ,ปกติ
25740,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25741,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25742,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
25743,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25744,กรุงเทพมหานคร,นนทบุรี,นนทบุรี,ปกติ
25745,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25746,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25747,หนองบัวลำภู,หนองบัวลำภู,หนองบัวลำภู,ปกติ
25748,เพชรบุรี,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
25749,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
25750,กระบี่,นนทบุรี,กรุงเทพมหานคร,ปกติ
25751,สุพรรณบุรี,สุพรรณบุรี,,ปกติ
25752,กรุงเทพมหานคร,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
25753,กรุงเทพมหานคร,กรุงเทพมหานคร,นนทบุรี,ปกติ
25754,นครพนม,นครพนม,นครพนม,ปกติ
25755,เชียงราย,เชียงราย,เชียงราย,ปกติ
25756,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25757,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25758,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25759,อุดรธานี,อุดรธานี,กาฬสินธุ์,ปกติ
25760,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
25761,จันทบุรี,จันทบุรี,จันทบุรี,ปกติ
25762,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25763,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25764,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25765,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25766,กรุงเทพมหานคร,กรุงเทพมหานคร,นนทบุรี,ปกติ
25767,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25768,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25769,สงขลา,สงขลา,สงขลา,ปกติ
25770,นครศรีธรรมราช,นนทบุรี,นนทบุรี,ปกติ
25771,ยะลา,ยะลา,ยะลา,ปกติ
25772,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
25773,ระยอง,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25774,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25775,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25776,ประจวบคีรีขันธ์,กรุงเทพมหานคร,เพชรบุรี,ปกติ
25777,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25778,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25779,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25780,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25781,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25782,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25783,กรุงเทพมหานคร,กรุงเทพมหานคร,สมุทรปราการ,ปกติ
25784,กรุงเทพมหานคร,กรุงเทพมหานคร,พระนครศรีอยุธยา,ปกติ
25785,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25786,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25787,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25788,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25789,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25790,เพชรบุรี,เพชรบุรี,เพชรบุรี,ปกติ
25791,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25792,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25793,นครศรีธรรมราช,กรุงเทพมหานคร,นครศรีธรรมราช,ปกติ
25794,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25795,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25796,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25797,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
25798,กรุงเทพมหานคร,สงขลา,,ปกติ
25799,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25800,เพชรบูรณ์,เพชรบูรณ์,,ปกติ
25801,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25802,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
25803,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
25804,ร้อยเอ็ด,สุโขทัย,นครปฐม,ปกติ
25805,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
25806,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25807,อุทัยธานี,อุทัยธานี,อุทัยธานี,ปกติ
25808,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25809,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25810,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25811,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
25812,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25813,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25814,พิจิตร,พิจิตร,พิจิตร,ปกติ
25815,เชียงใหม่,เชียงใหม่,เชียงใหม่,ปกติ
25816,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25817,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25818,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25819,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25820,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25821,ชุมพร,ชุมพร,ชุมพร,ปกติ
25822,กรุงเทพมหานคร,กรุงเทพมหานคร,พระนครศรีอยุธยา,ปกติ
25823,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25824,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25825,กรุงเทพมหานคร,กรุงเทพมหานคร,ตาก,ปกติ
25826,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25827,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25828,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25829,กรุงเทพมหานคร,นนทบุรี,กรุงเทพมหานคร,ปกติ
25830,นครปฐม,นครปฐม,นครปฐม,ปกติ
25831,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
25832,สิงห์บุรี,สิงห์บุรี,กรุงเทพมหานคร,ปกติ
25833,ระยอง,ระยอง,ระยอง,ปกติ
25834,ปทุมธานี,ปทุมธานี,นนทบุรี,ปกติ
25835,ตราด,ตราด,ตราด,ปกติ
25836,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
25837,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25838,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25839,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25840,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25841,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25842,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25843,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
25844,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25845,นครปฐม,นครปฐม,,ปกติ
25846,ฉะเชิงเทรา,ฉะเชิงเทรา,ฉะเชิงเทรา,ปกติ
25847,สุราษฎร์ธานี,สุราษฎร์ธานี,พัทลุง,ปกติ
25848,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25849,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25850,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
25851,สุรินทร์,สุรินทร์,สุรินทร์,ปกติ
25852,นครปฐม,นครปฐม,กรุงเทพมหานคร,ปกติ
25853,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25854,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
25855,สมุทรสงคราม,นนทบุรี,นนทบุรี,ปกติ
25856,นครปฐม,นครปฐม,นครปฐม,ปกติ
25857,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25858,นครปฐม,นครปฐม,นครปฐม,ปกติ
25859,เชียงใหม่,เชียงใหม่,,ปกติ
25860,สมุทรสาคร,สมุทรสาคร,สมุทรสาคร,ปกติ
25861,ปทุมธานี,ปทุมธานี,นนทบุรี,ปกติ
25862,นครปฐม,นครปฐม,กรุงเทพมหานคร,ปกติ
25863,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25864,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25865,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
25866,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25867,นครปฐม,นนทบุรี,กรุงเทพมหานคร,ปกติ
25868,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25869,สมุทรสาคร,สมุทรสาคร,,ปกติ
25870,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25871,อุบลราชธานี,อุบลราชธานี,อุบลราชธานี,ปกติ
25872,ยโสธร,ยโสธร,อุบลราชธานี,ปกติ
25873,พัทลุง,พัทลุง,พัทลุง,ปกติ
25874,สกลนคร,สกลนคร,สกลนคร,ปกติ
25875,อ่างทอง,อ่างทอง,อ่างทอง,ปกติ
25876,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
25877,สงขลา,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25878,ปทุมธานี,ปทุมธานี,พระนครศรีอยุธยา,ปกติ
25879,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25880,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25881,เพชรบูรณ์,เพชรบูรณ์,เพชรบูรณ์,ปกติ
25882,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25883,ชัยภูมิ,ชัยภูมิ,ชัยภูมิ,ปกติ
25884,สมุทรปราการ,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
25885,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25886,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25887,ระยอง,ระยอง,ระยอง,ปกติ
25888,พัทลุง,พัทลุง,พัทลุง,ปกติ
25889,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25890,นนทบุรี,นนทบุรี,นนทบุรี,ปกติ
25891,นนทบุรี,กระบี่,กระบี่,ปกติ
25892,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25893,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25894,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25895,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25896,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25897,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25898,ภูเก็ต,ภูเก็ต,กรุงเทพมหานคร,ปกติ
25899,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25900,ปทุมธานี,ปทุมธานี,,ปกติ
25901,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25902,กรุงเทพมหานคร,ชลบุรี,,ปกติ
25903,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25904,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25905,สมุทรปราการ,กรุงเทพมหานคร,,ปกติ
25906,นนทบุรี,นนทบุรี,ลำพูน,ปกติ
25907,นครปฐม,นครปฐม,นครปฐม,ปกติ
25908,นนทบุรี,นนทบุรี,กรุงเทพมหานคร,ปกติ
25909,กรุงเทพมหานคร,สมุทรสาคร,ปทุมธานี,ปกติ
25910,นนทบุรี,นนทบุรี,,ปกติ
25911,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
25912,ชุมพร,ชุมพร,ชุมพร,ปกติ
25913,น่าน,น่าน,น่าน,ปกติ
25914,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25915,นนทบุรี,นนทบุรี,,ปกติ
25916,สระบุรี,สระบุรี,สระบุรี,ปกติ
25917,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25918,ลำปาง,ลำปาง,กรุงเทพมหานคร,ปกติ
25919,เพชรบุรี,เพชรบุรี,สมุทรสาคร,ปกติ
25920,ฉะเชิงเทรา,ฉะเชิงเทรา,ฉะเชิงเทรา,ปกติ
25921,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25922,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25923,ปทุมธานี,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25924,ปทุมธานี,ปทุมธานี,กรุงเทพมหานคร,ปกติ
25925,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25926,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25927,ชลบุรี,ชลบุรี,กรุงเทพมหานคร,ปกติ
25928,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25929,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25930,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
25931,กรุงเทพมหานคร,พระนครศรีอยุธยา,กรุงเทพมหานคร,ปกติ
25932,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
25933,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
25934,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
25935,ปทุมธานี,ปทุมธานี,ปทุมธานี,ปกติ
25936,สมุทรปราการ,สมุทรปราการ,สมุทรสาคร,ปกติ
25937,ระยอง,ระยอง,ระยอง,ปกติ
25938,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25939,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25940,อุดรธานี,อุดรธานี,อุดรธานี,ปกติ
25941,กรุงเทพมหานคร,ชลบุรี,ชลบุรี,ปกติ
25942,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25943,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25944,ปราจีนบุรี,ปราจีนบุรี,ปราจีนบุรี,ปกติ
25945,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
25946,ระยอง,ชลบุรี,ชลบุรี,ปกติ
25947,สุพรรณบุรี,สุพรรณบุรี,สุพรรณบุรี,ปกติ
25948,ปราจีนบุรี,ปราจีนบุรี,ปราจีนบุรี,ปกติ
25949,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25950,ระนอง,ระนอง,ระนอง,ปกติ
25951,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25952,กรุงเทพมหานคร,สมุทรปราการ,สมุทรปราการ,ปกติ
25953,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25954,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25955,สุพรรณบุรี,สมุทรปราการ,กรุงเทพมหานคร,ปกติ
25956,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
25957,พระนครศรีอยุธยา,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ปกติ
25958,ชุมพร,ชุมพร,ชุมพร,ปกติ
25959,ตรัง,ตรัง,ตรัง,ปกติ
25960,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
25961,พัทลุง,พัทลุง,พัทลุง,ปกติ
25962,ระนอง,ระนอง,ระนอง,ปกติ
25963,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
25964,ภูเก็ต,สงขลา,,ปกติ
25965,สงขลา,สงขลา,สงขลา,ปกติ
25966,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25967,สงขลา,สงขลา,สงขลา,ปกติ
25968,สงขลา,สงขลา,สงขลา,ปกติ
25969,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25970,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
25971,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25972,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25973,สงขลา,สงขลา,สงขลา,ปกติ
25974,สงขลา,สงขลา,สงขลา,ปกติ
25975,สงขลา,สงขลา,สงขลา,ปกติ
25976,นครราชสีมา,นครราชสีมา,นครราชสีมา,ปกติ
25977,สงขลา,สงขลา,สงขลา,ปกติ
25978,ชุมพร,ชุมพร,ชุมพร,ปกติ
25979,ชุมพร,ชุมพร,ชุมพร,ปกติ
25980,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25981,สุราษฎร์ธานี,สุราษฎร์ธานี,,ปกติ
25982,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25983,สงขลา,สงขลา,สงขลา,ปกติ
25984,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
25985,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
25986,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25987,ปราจีนบุรี,ปราจีนบุรี,ปราจีนบุรี,ปกติ
25988,กรุงเทพมหานคร,กรุงเทพมหานคร,,ปกติ
25989,พัทลุง,พัทลุง,พัทลุง,ปกติ
25990,ระนอง,ระนอง,,ปกติ
25991,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25992,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25993,สงขลา,สงขลา,พัทลุง,ปกติ
25994,สตูล,สตูล,สตูล,ปกติ
25995,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
25996,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
25997,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
25998,สมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ปกติ
25999,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
26000,ยะลา,สงขลา,สงขลา,ปกติ
26001,สงขลา,สงขลา,สงขลา,ปกติ
26002,นครศรีธรรมราช,ชลบุรี,ยะลา,ปกติ
26003,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26004,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ปกติ
26005,กรุงเทพมหานคร,สงขลา,สงขลา,ปกติ
26006,ปทุมธานี,พระนครศรีอยุธยา,,ปกติ
26007,ตรัง,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26008,กระบี่,กระบี่,กระบี่,ปกติ
26009,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26010,นครศรีธรรมราช,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
26011,ตรัง,ตรัง,กระบี่,ปกติ
26012,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26013,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26014,สงขลา,สงขลา,,ปกติ
26015,ภูเก็ต,สงขลา,สงขลา,ปกติ
26016,ยะลา,ยะลา,นราธิวาส,ปกติ
26017,สงขลา,สงขลา,สงขลา,ปกติ
26018,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
26019,กระบี่,กระบี่,กระบี่,ปกติ
26020,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
26021,พังงา,พังงา,,ปกติ
26022,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
26023,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
26024,ชุมพร,ชุมพร,ชุมพร,ปกติ
26025,สงขลา,สงขลา,สงขลา,ปกติ
26026,นครศรีธรรมราช,นครศรีธรรมราช,,ปกติ
26027,ภูเก็ต,สงขลา,ภูเก็ต,ปกติ
26028,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26029,ภูเก็ต,สงขลา,,ปกติ
26030,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
26031,ปัตตานี,ปัตตานี,ปัตตานี,ปกติ
26032,ปัตตานี,ปัตตานี,ปัตตานี,ปกติ
26033,สุราษฎร์ธานี,สุราษฎร์ธานี,สุราษฎร์ธานี,ปกติ
26034,นครพนม,นครพนม,นครพนม,ปกติ
26035,พัทลุง,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
26036,นราธิวาส,นราธิวาส,นราธิวาส,ปกติ
26037,สงขลา,สงขลา,สงขลา,ปกติ
26038,สงขลา,สงขลา,สงขลา,ปกติ
26039,สงขลา,สงขลา,พัทลุง,ปกติ
26040,ตรัง,ตรัง,ตรัง,ปกติ
26041,พิษณุโลก,พิษณุโลก,พิษณุโลก,ปกติ
26042,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
26043,นครศรีธรรมราช,นครศรีธรรมราช,นครศรีธรรมราช,ปกติ
26044,นครศรีธรรมราช,นครศรีธรรมราช,สมุทรสงคราม,ปกติ
26045,สงขลา,สงขลา,,ปกติ
26046,ตรัง,ตรัง,ตรัง,ปกติ
26047,พัทลุง,พัทลุง,พัทลุง,ปกติ
26048,สงขลา,สมุทรสาคร,สมุทรสาคร,ปกติ
26049,นครศรีธรรมราช,นครศรีธรรมราช,ภูเก็ต,ปกติ
26050,กรุงเทพมหานคร,กรุงเทพมหานคร,กรุงเทพมหานคร,ปกติ
26051,สงขลา,สงขลา,สงขลา,ปกติ
26052,สงขลา,สงขลา,สงขลา,ปกติ
26053,ตรัง,ตรัง,ตรัง,ปกติ
26054,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
26055,กาญจนบุรี,กาญจนบุรี,กรุงเทพมหานคร,ปกติ
26056,ตรัง,ชลบุรี,ชลบุรี,ปกติ
26057,ภูเก็ต,ภูเก็ต,ภูเก็ต,ปกติ
26058,ชลบุรี,ชลบุรี,ชลบุรี,ปกติ
26059,สงขลา,สงขลา,สงขลา,ปกติ
26060,ชุมพร,ชุมพร,ชุมพร,ปกติ
